"company","Company_Status","location","location_Status","industry","Industry_Status","total_laid_off","layoffs_Status","percentage_laid_off","Percentage_Status","date","Date_Status","year","Year_Status","Month","Month_Status","stage","country","funds_raised_millions","Funds_Status"
"TWITTER","Reported","SF BAY AREA","Reported","CONSUMER","Reported","40","Reported","0.00","missing","2023-01-05","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","12900.00","Reported"
"TWITTER","Reported","SF BAY AREA","Reported","CONSUMER","Reported","200","Reported","0.10","Reported","2023-02-25","Reported","2023","Reported","2","Reported","POST-IPO","UNITED STATES","12900.00","Reported"
"TWITTER","Reported","SF BAY AREA","Reported","CONSUMER","Reported","3700","Reported","0.50","Reported","2022-11-04","Reported","2022","Reported","11","Reported","POST-IPO","UNITED STATES","12900.00","Reported"
"TYPEFORM","Reported","BARCELONA","Reported","MARKETING","Reported","0","missing","0.00","missing","2022-11-15","Reported","2022","Reported","11","Reported","SERIES C","SPAIN","187.00","Reported"
"TZERO","Reported","NEW YORK CITY","Reported","FINANCE","Reported","0","missing","0.00","missing","2020-07-30","Reported","2020","Reported","7","Reported","ACQUIRED","UNITED STATES","472.00","Reported"
"UALÁ","Reported","BUENOS AIRES","Reported","FINANCE","Reported","53","Reported","0.03","Reported","2022-11-30","Reported","2022","Reported","11","Reported","SERIES D","ARGENTINA","544.00","Reported"
"UBER","Reported","AMSTERDAM","Reported","TRANSPORTATION","Reported","225","Reported","0.25","Reported","2020-06-12","Reported","2020","Reported","6","Reported","POST-IPO","NETHERLANDS","24700.00","Reported"
"UBER","Reported","BENGALURU","Reported","TRANSPORTATION","Reported","600","Reported","0.23","Reported","2020-05-26","Reported","2020","Reported","5","Reported","POST-IPO","INDIA","24700.00","Reported"
"UBER","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","3000","Reported","0.13","Reported","2020-05-18","Reported","2020","Reported","5","Reported","POST-IPO","UNITED STATES","24700.00","Reported"
"UBER","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","3700","Reported","0.14","Reported","2020-05-06","Reported","2020","Reported","5","Reported","POST-IPO","UNITED STATES","24700.00","Reported"
"UBER","Reported","VILNIUS","Reported","TRANSPORTATION","Reported","60","Reported","0.00","missing","2022-09-07","Reported","2022","Reported","9","Reported","POST-IPO","LITHUANIA","24700.00","Reported"
"UBER FREIGHT","Reported","SF BAY AREA","Reported","LOGISTICS","Reported","150","Reported","0.03","Reported","2023-01-23","Reported","2023","Reported","1","Reported","SUBSIDIARY","UNITED STATES","2700.00","Reported"
"UBERFLIP","Reported","TORONTO","Reported","MARKETING","Reported","31","Reported","0.17","Reported","2022-08-05","Reported","2022","Reported","8","Reported","SERIES A","CANADA","42.00","Reported"
"UDAAN","Reported","BENGALURU","Reported","RETAIL","Reported","180","Reported","0.04","Reported","2022-06-27","Reported","2022","Reported","6","Reported","UNKNOWN","INDIA","1500.00","Reported"
"UDAAN","Reported","BENGALURU","Reported","RETAIL","Reported","350","Reported","0.00","missing","2022-11-04","Reported","2022","Reported","11","Reported","UNKNOWN","INDIA","1500.00","Reported"
"UDACITY","Reported","SF BAY AREA","Reported","EDUCATION","Reported","55","Reported","0.13","Reported","2022-10-11","Reported","2022","Reported","10","Reported","UNKNOWN","UNITED STATES","235.00","Reported"
"UDAYY","Reported","GURUGRAM","Reported","EDUCATION","Reported","100","Reported","1.00","Reported","2022-06-01","Reported","2022","Reported","6","Reported","SEED","INDIA","2.00","Reported"
"UDEMY","Reported","SF BAY AREA","Reported","EDUCATION","Reported","0","missing","0.10","Reported","2023-02-14","Reported","2023","Reported","2","Reported","POST-IPO","UNITED STATES","311.00","Reported"
"UIPATH","Reported","NEW YORK CITY","Reported","DATA","Reported","210","Reported","0.05","Reported","2022-06-27","Reported","2022","Reported","6","Reported","POST-IPO","UNITED STATES","2000.00","Reported"
"UIPATH","Reported","NEW YORK CITY","Reported","DATA","Reported","241","Reported","0.06","Reported","2022-11-15","Reported","2022","Reported","11","Reported","POST-IPO","UNITED STATES","2000.00","Reported"
"ULA","Reported","JAKARTA","Reported","RETAIL","Reported","134","Reported","0.23","Reported","2022-11-30","Reported","2022","Reported","11","Reported","SERIES B","INDONESIA","140.00","Reported"
"UNA BRANDS","Reported","SINGAPORE","Reported","RETAIL","Reported","0","missing","0.10","Reported","2022-06-28","Reported","2022","Reported","6","Reported","SERIES A","SINGAPORE","55.00","Reported"
"UNACADEMY","Reported","BENGALURU","Reported","EDUCATION","Reported","150","Reported","0.03","Reported","2022-06-18","Reported","2022","Reported","6","Reported","SERIES H","INDIA","838.00","Reported"
"UNACADEMY","Reported","BENGALURU","Reported","EDUCATION","Reported","350","Reported","0.10","Reported","2022-11-07","Reported","2022","Reported","11","Reported","SERIES H","INDIA","838.00","Reported"
"UNACADEMY","Reported","BENGALURU","Reported","EDUCATION","Reported","1000","Reported","0.17","Reported","2022-04-07","Reported","2022","Reported","4","Reported","SERIES H","INDIA","838.00","Reported"
"UNBABEL","Reported","LISBON","Reported","SUPPORT","Reported","80","Reported","0.35","Reported","2020-04-08","Reported","2020","Reported","4","Reported","SERIES C","PORTUGAL","91.00","Reported"
"UNBOUNCE","Reported","VANCOUVER","Reported","MARKETING","Reported","47","Reported","0.20","Reported","2022-08-03","Reported","2022","Reported","8","Reported","SERIES A","CANADA","39.00","Reported"
"UNCAPPED","Reported","LONDON","Reported","FINANCE","Reported","29","Reported","0.26","Reported","2022-05-27","Reported","2022","Reported","5","Reported","UNKNOWN","UNITED KINGDOM","118.00","Reported"
"UNCHAINED CAPITAL","Reported","AUSTIN","Reported","CRYPTO","Reported","0","missing","0.15","Reported","2022-11-18","Reported","2022","Reported","11","Reported","SERIES A","UNITED STATES","33.00","Reported"
"UNICO","Reported","SAO PAULO","Reported","OTHER","Reported","50","Reported","0.04","Reported","2022-10-24","Reported","2022","Reported","10","Reported","SERIES D","BRAZIL","336.00","Reported"
"UNICO","Reported","SAO PAULO","Reported","OTHER","Reported","110","Reported","0.10","Reported","2023-01-17","Reported","2023","Reported","1","Reported","SERIES D","BRAZIL","336.00","Reported"
"UNIPHORE","Reported","SF BAY AREA","Reported","SUPPORT","Reported","76","Reported","0.10","Reported","2023-01-03","Reported","2023","Reported","1","Reported","SERIES E","UNITED STATES","620.00","Reported"
"UNISON","Reported","SF BAY AREA","Reported","FINANCE","Reported","89","Reported","0.45","Reported","2020-04-08","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","40.00","Reported"
"UNITY","Reported","SF BAY AREA","Reported","OTHER","Reported","200","Reported","0.04","Reported","2022-06-29","Reported","2022","Reported","6","Reported","POST-IPO","UNITED STATES","1300.00","Reported"
"UNITY","Reported","SF BAY AREA","Reported","OTHER","Reported","284","Reported","0.03","Reported","2023-01-17","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","1300.00","Reported"
"UNIVERSAL STANDARD","Reported","NEW YORK CITY","Reported","RETAIL","Reported","0","missing","0.00","missing","2020-03-25","Reported","2020","Reported","3","Reported","SERIES A","UNITED STATES","8.00","Reported"
"UNSTOPPABLE DOMAINS","Reported","SF BAY AREA","Reported","CRYPTO CURRENCY","Reported","42","Reported","0.25","Reported","2022-07-14","Reported","2022","Reported","7","Reported","SERIES B","UNITED STATES","7.00","Reported"
"UPDATER","Reported","NEW YORK CITY","Reported","OTHER","Reported","0","missing","0.00","missing","2022-08-16","Reported","2022","Reported","8","Reported","UNKNOWN","UNITED STATES","467.00","Reported"
"UPGRAD","Reported","MUMBAI","Reported","EDUCATION","Reported","120","Reported","0.00","missing","2023-03-06","Reported","2023","Reported","3","Reported","UNKNOWN","INDIA","631.00","Reported"
"UPSCALIO","Reported","GURUGRAM","Reported","RETAIL","Reported","25","Reported","0.15","Reported","2023-01-05","Reported","2023","Reported","1","Reported","SERIES B","INDIA","62.00","Reported"
"UPSHOW","Reported","CHICAGO","Reported","MARKETING","Reported","19","Reported","0.30","Reported","2020-04-24","Reported","2020","Reported","4","Reported","SERIES A","UNITED STATES","7.00","Reported"
"UPSTART","Reported","SF BAY AREA","Reported","FINANCE","Reported","140","Reported","0.07","Reported","2022-11-01","Reported","2022","Reported","11","Reported","POST-IPO","UNITED STATES","144.00","Reported"
"UPSTART","Reported","SF BAY AREA","Reported","FINANCE","Reported","365","Reported","0.20","Reported","2023-01-31","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","144.00","Reported"
"URBAN SPORTS CLUB","Reported","BERLIN","Reported","FITNESS","Reported","55","Reported","0.15","Reported","2022-09-01","Reported","2022","Reported","9","Reported","UNKNOWN","GERMANY","95.00","Reported"
"USERMIND","Reported","SEATTLE","Reported","MARKETING","Reported","15","Reported","0.25","Reported","2020-04-01","Reported","2020","Reported","4","Reported","SERIES C","UNITED STATES","46.00","Reported"
"USERTESTING","Reported","SF BAY AREA","Reported","MARKETING","Reported","63","Reported","0.00","missing","2023-03-03","Reported","2023","Reported","3","Reported","ACQUIRED","UNITED STATES","152.00","Reported"
"USHIP","Reported","AUSTIN","Reported","LOGISTICS","Reported","65","Reported","0.37","Reported","2020-03-31","Reported","2020","Reported","3","Reported","SERIES D","UNITED STATES","69.00","Reported"
"UTOPIA MUSIC","Reported","ZUG","Reported","MEDIA","Reported","0","missing","0.00","missing","2022-11-24","Reported","2022","Reported","11","Reported","SERIES B","SWITZERLAND","0.00","missing"
"VACASA","Reported","PORTLAND","Reported","TRAVEL","Reported","0","missing","0.00","missing","2020-03-20","Reported","2020","Reported","3","Reported","SERIES C","UNITED STATES","526.00","Reported"
"VACASA","Reported","PORTLAND","Reported","TRAVEL","Reported","1300","Reported","0.17","Reported","2023-01-24","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","834.00","Reported"
"VALIDITY","Reported","BOSTON","Reported","DATA","Reported","130","Reported","0.33","Reported","2020-05-06","Reported","2020","Reported","5","Reported","PRIVATE EQUITY","UNITED STATES","0.00","missing"
"VANHACK","Reported","VANCOUVER","Reported","HR","Reported","0","missing","0.00","missing","2022-10-11","Reported","2022","Reported","10","Reported","SEED","UNITED STATES","0.00","missing"
"VANTA","Reported","SF BAY AREA","Reported","SECURITY","Reported","0","missing","0.14","Reported","2022-12-08","Reported","2022","Reported","12","Reported","SERIES B","UNITED STATES","203.00","Reported"
"VARO","Reported","SF BAY AREA","Reported","FINANCE","Reported","75","Reported","0.00","missing","2022-07-20","Reported","2022","Reported","7","Reported","SERIES E","UNITED STATES","992.00","Reported"
"VARONIS","Reported","NEW YORK CITY","Reported","SECURITY","Reported","110","Reported","0.05","Reported","2022-11-06","Reported","2022","Reported","11","Reported","POST-IPO","UNITED STATES","30.00","Reported"
"VEDANTA BIOSCIENCES","Reported","BOSTON","Reported","HEALTHCARE","Reported","0","missing","0.20","Reported","2022-08-10","Reported","2022","Reported","8","Reported","SERIES D","UNITED STATES","301.00","Reported"
"VEDANTU","Reported","BENGALURU","Reported","EDUCATION","Reported","100","Reported","0.00","missing","2022-08-02","Reported","2022","Reported","8","Reported","SERIES E","INDIA","292.00","Reported"
"VEDANTU","Reported","BENGALURU","Reported","EDUCATION","Reported","200","Reported","0.03","Reported","2022-05-05","Reported","2022","Reported","5","Reported","SERIES E","INDIA","292.00","Reported"
"VEDANTU","Reported","BENGALURU","Reported","EDUCATION","Reported","385","Reported","0.00","missing","2022-12-07","Reported","2022","Reported","12","Reported","SERIES E","INDIA","292.00","Reported"
"VEDANTU","Reported","BENGALURU","Reported","EDUCATION","Reported","424","Reported","0.07","Reported","2022-05-18","Reported","2022","Reported","5","Reported","SERIES E","INDIA","292.00","Reported"
"VEE","Reported","TEL AVIV","Reported","HR","Reported","16","Reported","0.32","Reported","2022-07-31","Reported","2022","Reported","7","Reported","SEED","ISRAEL","15.00","Reported"
"VEE","Reported","TEL AVIV","Reported","HR","Reported","17","Reported","0.50","Reported","2022-10-25","Reported","2022","Reported","10","Reported","SEED","ISRAEL","15.00","Reported"
"VEEM","Reported","SF BAY AREA","Reported","FINANCE","Reported","30","Reported","0.00","missing","2020-05-14","Reported","2020","Reported","5","Reported","UNKNOWN","UNITED STATES","69.00","Reported"
"VEEV","Reported","SF BAY AREA","Reported","REAL ESTATE","Reported","100","Reported","0.30","Reported","2022-11-11","Reported","2022","Reported","11","Reported","SERIES D","UNITED STATES","597.00","Reported"
"VELODYNE LIDAR","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","140","Reported","0.00","missing","2020-04-03","Reported","2020","Reported","4","Reported","UNKNOWN","UNITED STATES","225.00","Reported"
"VELODYNE LIDAR","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","220","Reported","0.00","missing","2023-02-24","Reported","2023","Reported","2","Reported","ACQUIRED","UNITED STATES","575.00","Reported"
"VENAFI","Reported","SALT LAKE CITY","Reported","SECURITY","Reported","0","missing","0.00","missing","2022-11-30","Reported","2022","Reported","11","Reported","ACQUIRED","UNITED STATES","167.00","Reported"
"VENDASTA","Reported","SASKATOON","Reported","MARKETING","Reported","0","missing","0.05","Reported","2022-08-18","Reported","2022","Reported","8","Reported","SERIES D","CANADA","178.00","Reported"
"VENDEASE","Reported","LAGOS","Reported","FOOD","Reported","27","Reported","0.09","Reported","2022-11-25","Reported","2022","Reported","11","Reported","SERIES A","NIGERIA","43.00","Reported"
"VENNGAGE","Reported","TORONTO","Reported","MARKETING","Reported","11","Reported","0.20","Reported","2023-01-24","Reported","2023","Reported","1","Reported","UNKNOWN","CANADA","0.00","missing"
"VERBIT","Reported","NEW YORK CITY","Reported","DATA","Reported","80","Reported","0.10","Reported","2022-07-05","Reported","2022","Reported","7","Reported","SERIES E","UNITED STATES","569.00","Reported"
"VERIFF","Reported","TALLINN","Reported","SECURITY","Reported","63","Reported","0.21","Reported","2020-05-04","Reported","2020","Reported","5","Reported","SERIES A","ESTONIA","7.00","Reported"
"VERIFF","Reported","TALLINN","Reported","SECURITY","Reported","66","Reported","0.12","Reported","2023-02-09","Reported","2023","Reported","2","Reported","SERIES C","ESTONIA","192.00","Reported"
"VERILY","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","250","Reported","0.15","Reported","2023-01-11","Reported","2023","Reported","1","Reported",\N,"UNITED STATES","3500.00","Reported"
"VERSE INNOVATION","Reported","BENGALURU","Reported","MEDIA","Reported","150","Reported","0.05","Reported","2022-11-25","Reported","2022","Reported","11","Reported","SERIES J","INDIA","1700.00","Reported"
"VERTICALSCOPE","Reported","TORONTO","Reported","MEDIA","Reported","60","Reported","0.22","Reported","2023-02-01","Reported","2023","Reported","2","Reported","POST-IPO","CANADA","0.00","missing"
"VESALIUS THERAPEUTICS","Reported","BOSTON","Reported","HEALTHCARE","Reported","29","Reported","0.43","Reported","2022-09-19","Reported","2022","Reported","9","Reported","SERIES B","UNITED STATES","75.00","Reported"
"VESTA","Reported","ATLANTA","Reported","SALES","Reported","56","Reported","0.00","missing","2020-08-05","Reported","2020","Reported","8","Reported","UNKNOWN","UNITED STATES","20.00","Reported"
"VEZEETA","Reported","DUBAI","Reported","HEALTHCARE","Reported","50","Reported","0.10","Reported","2022-06-28","Reported","2022","Reported","6","Reported","SERIES D","UNITED ARAB EMIRATES","71.00","Reported"
"VIAL","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","40","Reported","0.00","missing","2023-01-13","Reported","2023","Reported","1","Reported","SERIES B","UNITED STATES","101.00","Reported"
"VIAMO","Reported","ACCRA","Reported","OTHER","Reported","0","missing","0.00","missing","2022-08-31","Reported","2022","Reported","8","Reported","UNKNOWN","GHANA","0.00","missing"
"VIANT","Reported","LOS ANGELES","Reported","MARKETING","Reported","46","Reported","0.13","Reported","2022-12-13","Reported","2022","Reported","12","Reported","POST-IPO","UNITED STATES","0.00","missing"
"VIBER","Reported","LUXEMBOURG","Reported","CONSUMER","Reported","45","Reported","0.08","Reported","2022-11-15","Reported","2022","Reported","11","Reported","ACQUIRED","LUXEMBOURG","0.00","missing"
"VIBRENT HEALTH","Reported","WASHINGTON D.C.","Reported","HEALTHCARE","Reported","0","missing","0.13","Reported","2023-02-23","Reported","2023","Reported","2","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"VICARIOUS SURGICAL","Reported","BOSTON","Reported","HEALTHCARE","Reported","0","missing","0.14","Reported","2023-02-15","Reported","2023","Reported","2","Reported","POST-IPO","UNITED STATES","185.00","Reported"
"VIDEOAMP","Reported","LOS ANGELES","Reported","MARKETING","Reported","0","missing","0.02","Reported","2022-09-19","Reported","2022","Reported","9","Reported","SERIES F","UNITED STATES","456.00","Reported"
"VIDEOAMP","Reported","LOS ANGELES","Reported","MARKETING","Reported","21","Reported","0.10","Reported","2020-04-08","Reported","2020","Reported","4","Reported","SERIES C","UNITED STATES","106.00","Reported"
"VIEW","Reported","SF BAY AREA","Reported","ENERGY","Reported","0","missing","0.00","missing","2020-04-15","Reported","2020","Reported","4","Reported","SERIES H","UNITED STATES","1800.00","Reported"
"VIMEO","Reported","NEW YORK CITY","Reported","CONSUMER","Reported","0","missing","0.06","Reported","2022-07-18","Reported","2022","Reported","7","Reported","POST-IPO","UNITED STATES","450.00","Reported"
"VIMEO","Reported","NEW YORK CITY","Reported","CONSUMER","Reported","0","missing","0.11","Reported","2023-01-04","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","450.00","Reported"
"VINFAST US","Reported","LOS ANGELES","Reported","TRANSPORTATION","Reported","80","Reported","0.00","missing","2023-02-06","Reported","2023","Reported","2","Reported","SUBSIDIARY","UNITED STATES","0.00","missing"
"VIRGIN HYPERLOOP","Reported","LOS ANGELES","Reported","TRANSPORTATION","Reported","111","Reported","0.50","Reported","2022-02-21","Reported","2022","Reported","2","Reported","UNKNOWN","UNITED STATES","368.00","Reported"
"VIRTA HEALTH","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","65","Reported","0.00","missing","2020-04-07","Reported","2020","Reported","4","Reported","SERIES C","UNITED STATES","175.00","Reported"
"VIRTUDENT","Reported","BOSTON","Reported","HEALTHCARE","Reported","70","Reported","0.00","missing","2020-05-01","Reported","2020","Reported","5","Reported","SERIES A","UNITED STATES","10.00","Reported"
"VISE","Reported","NEW YORK CITY","Reported","FINANCE","Reported","25","Reported","0.00","missing","2022-05-04","Reported","2022","Reported","5","Reported","SERIES C","UNITED STATES","128.00","Reported"
"VOI","Reported","STOCKHOLM","Reported","TRANSPORTATION","Reported","35","Reported","0.10","Reported","2022-06-22","Reported","2022","Reported","6","Reported","SERIES D","UNITED STATES","515.00","Reported"
"VOI","Reported","STOCKHOLM","Reported","TRANSPORTATION","Reported","100","Reported","0.00","missing","2020-04-02","Reported","2020","Reported","4","Reported","SERIES B","SWEDEN","167.00","Reported"
"VOI","Reported","STOCKHOLM","Reported","TRANSPORTATION","Reported","130","Reported","0.13","Reported","2022-12-07","Reported","2022","Reported","12","Reported","SERIES D","UNITED STATES","515.00","Reported"
"VOLT BANK","Reported","SYDNEY","Reported","FINANCE","Reported","0","missing","1.00","Reported","2022-06-29","Reported","2022","Reported","6","Reported","SERIES E","AUSTRALIA","90.00","Reported"
"VOLTA","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","0","missing","0.10","Reported","2022-09-28","Reported","2022","Reported","9","Reported","POST-IPO","UNITED STATES","575.00","Reported"
"VOLTA","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","0","missing","0.54","Reported","2022-10-21","Reported","2022","Reported","10","Reported","POST-IPO","UNITED STATES","575.00","Reported"
"VOLY","Reported","SYDNEY","Reported","FOOD","Reported","0","missing","0.00","missing","2022-11-10","Reported","2022","Reported","11","Reported","SEED","AUSTRALIA","13.00","Reported"
"VOLY","Reported","SYDNEY","Reported","FOOD","Reported","0","missing","0.50","Reported","2022-06-22","Reported","2022","Reported","6","Reported","SEED","AUSTRALIA","13.00","Reported"
"VOUCH","Reported","SF BAY AREA","Reported","FINANCE","Reported","15","Reported","0.07","Reported","2022-06-23","Reported","2022","Reported","6","Reported","SERIES C","UNITED STATES","159.00","Reported"
"VOX MEDIA","Reported","WASHINGTON D.C.","Reported","MEDIA","Reported","0","missing","0.00","missing","2020-07-14","Reported","2020","Reported","7","Reported","SERIES F","UNITED STATES","307.60","Reported"
"VOX MEDIA","Reported","WASHINGTON D.C.","Reported","MEDIA","Reported","39","Reported","0.02","Reported","2022-07-27","Reported","2022","Reported","7","Reported","SERIES F","UNITED STATES","307.00","Reported"
"VOX MEDIA","Reported","WASHINGTON D.C.","Reported","MEDIA","Reported","130","Reported","0.07","Reported","2023-01-20","Reported","2023","Reported","1","Reported","SERIES F","UNITED STATES","307.00","Reported"
"VOYAGE SMS","Reported","LOS ANGELES","Reported","MARKETING","Reported","8","Reported","0.13","Reported","2022-06-23","Reported","2022","Reported","6","Reported","UNKNOWN","UNITED STATES","10.00","Reported"
"VROOM","Reported","NEW YORK CITY","Reported","TRANSPORTATION","Reported","270","Reported","0.14","Reported","2022-05-09","Reported","2022","Reported","5","Reported","POST-IPO","UNITED STATES","1300.00","Reported"
"VROOM","Reported","NEW YORK CITY","Reported","TRANSPORTATION","Reported","275","Reported","0.20","Reported","2023-01-18","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","1300.00","Reported"
"VROOM","Reported","NEW YORK CITY","Reported","TRANSPORTATION","Reported","337","Reported","0.00","missing","2022-08-08","Reported","2022","Reported","8","Reported","POST-IPO","UNITED STATES","1300.00","Reported"
"VSCO","Reported","SF BAY AREA","Reported","CONSUMER","Reported","45","Reported","0.35","Reported","2020-04-14","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","90.00","Reported"
"VTEX","Reported","SAO PAULO","Reported","RETAIL","Reported","200","Reported","0.13","Reported","2022-05-26","Reported","2022","Reported","5","Reported","POST-IPO","BRAZIL","365.00","Reported"
"WAHOO FITNESS","Reported","ATLANTA","Reported","FITNESS","Reported","50","Reported","0.00","missing","2022-04-27","Reported","2022","Reported","4","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"WALKME","Reported","SF BAY AREA","Reported","OTHER","Reported","43","Reported","0.03","Reported","2023-01-08","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","307.00","Reported"
"WALLBOX","Reported","BARCELONA","Reported","ENERGY","Reported","0","missing","0.15","Reported","2023-01-19","Reported","2023","Reported","1","Reported","POST-IPO","SPAIN","167.00","Reported"
"WANDERJAUNT","Reported","SF BAY AREA","Reported","TRAVEL","Reported","56","Reported","0.23","Reported","2020-03-25","Reported","2020","Reported","3","Reported","SERIES B","UNITED STATES","26.00","Reported"
"WANDERJAUNT","Reported","SF BAY AREA","Reported","TRAVEL","Reported","85","Reported","1.00","Reported","2022-07-01","Reported","2022","Reported","7","Reported","SERIES B","UNITED STATES","26.00","Reported"
"WARBY PARKER","Reported","NEW YORK CITY","Reported","CONSUMER","Reported","63","Reported","0.00","missing","2022-08-08","Reported","2022","Reported","8","Reported","POST-IPO","UNITED STATES","535.00","Reported"
"WARREN","Reported","PORTO ALEGRE","Reported","FINANCE","Reported","50","Reported","0.00","missing","2022-08-17","Reported","2022","Reported","8","Reported","SERIES C","BRAZIL","104.00","Reported"
"WAVE","Reported","DAKAR","Reported","FINANCE","Reported","300","Reported","0.15","Reported","2022-07-13","Reported","2022","Reported","7","Reported","SERIES A","SENEGAL","292.00","Reported"
"WAVE SPORTS AND ENTERTAINMENT","Reported","LOS ANGELES","Reported","MEDIA","Reported","56","Reported","0.33","Reported","2022-06-13","Reported","2022","Reported","6","Reported","SERIES B","UNITED STATES","65.00","Reported"
"WAVELY","Reported","SF BAY AREA","Reported","HR","Reported","0","missing","1.00","Reported","2022-11-10","Reported","2022","Reported","11","Reported","UNKNOWN","UNITED STATES","0.00","missing"
"WAYFAIR","Reported","BOSTON","Reported","RETAIL","Reported","870","Reported","0.05","Reported","2022-08-19","Reported","2022","Reported","8","Reported","POST-IPO","UNITED STATES","1700.00","Reported"
"WAYFAIR","Reported","BOSTON","Reported","RETAIL","Reported","1750","Reported","0.10","Reported","2023-01-20","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","1700.00","Reported"
"WAYFLYER","Reported","DUBLIN","Reported","MARKETING","Reported","200","Reported","0.40","Reported","2022-11-16","Reported","2022","Reported","11","Reported","UNKNOWN","IRELAND","889.00","Reported"
"WAYMO","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","209","Reported","0.08","Reported","2023-03-01","Reported","2023","Reported","3","Reported","SUBSIDIARY","UNITED STATES","5500.00","Reported"
"WAZE","Reported","SF BAY AREA","Reported","TRANSPORTATION","Reported","30","Reported","0.05","Reported","2020-09-09","Reported","2020","Reported","9","Reported","ACQUIRED","UNITED STATES","67.00","Reported"
"WAZIRX","Reported","MUMBAI","Reported","CRYPTO","Reported","60","Reported","0.40","Reported","2022-10-02","Reported","2022","Reported","10","Reported","ACQUIRED","INDIA","0.00","missing"
"WEALTHSIMPLE","Reported","TORONTO","Reported","FINANCE","Reported","159","Reported","0.13","Reported","2022-06-15","Reported","2022","Reported","6","Reported","UNKNOWN","CANADA","900.00","Reported"
"WEDOCTOR","Reported","NON-U.S.","Reported","HEALTHCARE","Reported","500","Reported","0.00","missing","2022-03-02","Reported","2022","Reported","3","Reported","SERIES F","CHINA","1400.00","Reported"
"WEEDMAPS","Reported","LOS ANGELES","Reported","OTHER","Reported","0","missing","0.10","Reported","2022-08-04","Reported","2022","Reported","8","Reported","ACQUIRED","UNITED STATES","0.00","missing"
"WEEDMAPS","Reported","LOS ANGELES","Reported","OTHER","Reported","175","Reported","0.25","Reported","2022-12-06","Reported","2022","Reported","12","Reported","ACQUIRED","UNITED STATES","0.00","missing"
"WEEE!","Reported","SF BAY AREA","Reported","FOOD","Reported","150","Reported","0.10","Reported","2022-06-15","Reported","2022","Reported","6","Reported","SERIES E","UNITED STATES","863.00","Reported"
"WEFIT","Reported","HANOI","Reported","FITNESS","Reported","0","missing","1.00","Reported","2020-05-13","Reported","2020","Reported","5","Reported","SEED","VIETNAM","1.00","Reported"
"WEFOX","Reported","BERLIN","Reported","FINANCE","Reported","100","Reported","0.00","missing","2023-01-31","Reported","2023","Reported","1","Reported","SERIES D","GERMANY","1300.00","Reported"
"WELKIN HEALTH","Reported","SF BAY AREA","Reported","HEALTHCARE","Reported","10","Reported","0.33","Reported","2020-04-24","Reported","2020","Reported","4","Reported","SERIES B","UNITED STATES","29.00","Reported"
"WESTERN DIGITAL","Reported","SF BAY AREA","Reported","HARDWARE","Reported","251","Reported","0.00","missing","2022-11-22","Reported","2022","Reported","11","Reported","POST-IPO","UNITED STATES","900.00","Reported"
"WESTWING","Reported","MUNICH","Reported","RETAIL","Reported","125","Reported","0.00","missing","2022-09-29","Reported","2022","Reported","9","Reported","POST-IPO","GERMANY","237.00","Reported"
"WETRADE","Reported","BENGALURU","Reported","CRYPTO","Reported","0","missing","1.00","Reported","2023-02-09","Reported","2023","Reported","2","Reported","UNKNOWN","INDIA","0.00","missing"
"WEWORK","Reported","LONDON","Reported","REAL ESTATE","Reported","200","Reported","0.00","missing","2020-06-19","Reported","2020","Reported","6","Reported","SERIES H","UNITED KINGDOM","19500.00","Reported"
"WEWORK","Reported","NEW DELHI","Reported","REAL ESTATE","Reported","100","Reported","0.20","Reported","2020-05-18","Reported","2020","Reported","5","Reported","SERIES H","INDIA","19500.00","Reported"
"WEWORK","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","250","Reported","0.00","missing","2020-03-28","Reported","2020","Reported","3","Reported","SERIES H","UNITED STATES","2250.00","Reported"
"WEWORK","Reported","NEW YORK CITY","Reported","REAL ESTATE","Reported","300","Reported","0.00","missing","2023-01-19","Reported","2023","Reported","1","Reported","POST-IPO","UNITED STATES","22200.00","Reported"
